Year,total_precip,avg_precip,min_precip,max_precip,std_precip,avg_month_precip,Annual_Variation
2094,5723.0,30.320639831294027,0,2569,726.5142754442217,30.320639831294027,17.08265139116203
2095,5410.0,28.563253151649985,0,1730,589.0475877262045,28.563253151649985,-5.469159531714141
2096,3410.0,18.16040971449759,0,899,325.73436844748016,18.16040971449759,-36.96857670979667
2097,2455.0,13.148434603262885,2,581,200.4927830636456,13.148434603262885,-28.005865102639294
2098,2966.0,15.764182424916575,0,739,244.3807883139951,15.764182424916575,20.81466395112017
2099,5954.0,31.489519605116794,6,2074,690.4109228743723,31.489519605116794,100.74173971679028
2100,6826.0,36.23053392658509,0,1968,703.8164576511449,36.23053392658509,14.645616392341276
2006,6601.0,34.67211832591769,3,2705,832.3993205114231,34.67211832591769,
2007,3539.0,19.19861767704857,0,1272,349.9889500420194,19.19861767704857,-46.386911074079684
2008,3696.0,19.857237208008897,0,1419,447.45014958499723,19.857237208008897,4.436281435433731
2009,3719.0,19.5518689747868,0,1140,403.39501469253173,19.5518689747868,0.6222943722943741
2010,2707.0,14.267270346681498,0,541,209.34419606056056,14.267270346681498,-27.21161602581339
2011,3040.0,16.057083101594362,2,892,311.34352069504814,16.057083101594362,12.30144070927226
2012,3699.0,19.721930617352612,23,899,291.6006375476258,19.721930617352612,21.677631578947377
2013,4974.0,26.64023104375232,0,1559,501.52467536503127,26.64023104375232,34.46877534468775
2014,4763.0,25.456711160548753,9,910,323.7166152203142,25.456711160548753,-4.242058705267393
2015,4127.0,21.862347052280313,0,1168,316.4968643628482,21.862347052280313,-13.352928826369936
2016,5664.0,29.95395926028921,6,1257,435.61847360443124,29.95395926028921,37.24254906711897
2017,3909.0,20.58828096032629,7,943,364.466764914543,20.58828096032629,-30.985169491525422
2018,4219.0,22.31369345569151,0,1188,354.38819453283486,22.31369345569151,7.930416986441546
2019,6402.0,34.410398127549136,5,2392,751.2281459534961,34.410398127549136,51.742118985541595
2020,4786.0,25.448924731182796,0,1481,509.71522055026577,25.448924731182796,-25.242111840049986
2021,3632.0,19.214885752688172,13,840,282.89359815801396,19.214885752688172,-24.111993313832013
2022,7272.0,39.36942088431591,0,2667,808.3768248218717,39.36942088431591,100.22026431718061
2023,2159.0,11.679591907675194,0,1017,288.8495860016651,11.679591907675194,-70.31078107810781
2024,3770.0,20.27641244901743,0,1016,386.67553542598176,20.27641244901743,74.617878647522
2025,3398.0,17.975296625880606,4,1016,308.9268325652336,17.975296625880606,-9.867374005305042
2026,4325.0,23.05962064330738,0,1074,362.5105536603749,23.05962064330738,27.280753384343726
2027,6656.0,35.83315373563219,0,1450,579.5500344441733,35.83315373563219,53.89595375722542
2028,2902.0,15.31666550797182,11,770,227.04938723199461,15.31666550797182,-56.40024038461539
2029,2817.0,14.892948183166482,0,925,285.03687959152364,14.892948183166482,-2.9290144727773915
2030,5885.0,31.511274100852802,0,1189,444.61984954122397,31.511274100852802,108.910188143415
2031,4071.0,21.653040415276234,22,778,277.9621050038689,21.653040415276234,-30.824129141886146
2032,5629.0,29.954915183537267,6,1535,495.5746817095433,29.954915183537267,38.27069516089412
2033,5263.0,28.55062917130145,8,1616,498.02545724150093,28.55062917130145,-6.502042991650381
2034,3218.0,17.36026719503152,2,799,302.7116339576881,17.36026719503152,-38.85616568497055
2035,2982.0,15.808039024842415,4,605,217.97268385990688,15.808039024842415,-7.3337476693598465
2036,4497.0,23.634049406748243,5,1069,374.7018511733392,23.634049406748243,50.804828973843065
2037,4972.0,26.266992259918425,0,1335,456.8947229710449,26.266992259918425,10.562597287080266
2038,3562.0,18.884217417500928,14,821,298.35544187591034,18.884217417500928,-28.35880933226066
2039,5374.0,28.405554783092324,0,1923,542.4504725332214,28.405554783092324,50.87029758562605
2040,4098.0,22.420432424916573,0,1684,472.5171473560029,22.420432424916573,-23.74395236323037
2041,3350.0,17.90328374119392,0,960,333.13001374929587,17.90328374119392,-18.252806246949728
2042,3616.0,18.965916991101224,4,951,349.9468357890779,18.965916991101224,7.940298507462695
2043,4595.0,24.464121014089727,0,1370,425.1753559807215,24.464121014089727,27.074115044247794
2044,3623.0,19.203941879866516,0,895,284.2890521133643,19.203941879866516,-21.153427638737753
2045,4314.0,23.32438820912125,0,1386,418.5929895603734,23.32438820912125,19.072591774772295
2046,4425.0,23.76458796811272,0,1513,471.99309028070235,23.76458796811272,2.5730180806675884
2047,4314.0,22.866170745272523,6,1765,485.4507745852864,22.866170745272523,-2.5084745762711913
2048,3651.0,19.460094549499445,13,1029,337.18975639568566,19.460094549499445,-15.368567454798331
2049,5526.0,30.40173109010011,5,2741,764.2011277382176,30.40173109010011,51.3557929334429
2050,3646.0,19.204677651093807,0,1122,320.15190523287913,19.204677651093807,-34.020991675714804
2051,3842.0,20.498406794586575,0,930,309.42258051624697,20.498406794586575,5.375754251234222
2052,2546.0,13.51313959955506,0,961,287.04223108149506,13.51313959955506,-33.732431025507545
2053,3791.0,20.403254773822766,11,953,319.0068276081346,20.403254773822766,48.90023566378634
2054,5869.0,31.05185738783834,3,1784,524.8773810629633,31.05185738783834,54.81403323661303
2055,3079.0,16.34308954393771,0,755,238.79754008681735,16.34308954393771,-47.53791105810189
2056,4931.0,26.54993395439377,5,1393,481.2658419273703,26.54993395439377,60.14939915556998
2057,4560.0,24.119646829810904,0,1286,394.20322400784823,24.119646829810904,-7.523828837963897
2058,3164.0,16.804151603633667,2,1547,428.1043486503417,16.804151603633667,-30.614035087719294
2059,2528.0,13.4277959306637,0,790,239.45784724260054,13.4277959306637,-20.101137800252843
2060,3440.0,18.223900398591027,3,900,321.01382958975273,18.223900398591027,36.0759493670886
2061,3150.0,16.690043335187244,2,655,238.07924578326285,16.690043335187244,-8.430232558139538
2062,2934.0,15.567835789766407,0,951,282.64031109264204,15.567835789766407,-6.857142857142861
2063,4985.0,26.525346449758995,0,2187,665.526238582991,26.525346449758995,69.90456714383096
2064,3324.0,17.595285270671116,0,935,289.60537413396304,17.595285270671116,-33.319959879638915
2065,4017.0,21.37998818131257,0,1948,555.2020312053492,21.37998818131257,20.848375451263546
2066,3721.0,19.794192621431222,4,1311,427.63396802178914,19.794192621431222,-7.368683096838435
2067,4638.0,24.955199063774568,0,2021,644.8690494271615,24.955199063774568,24.643912926632616
2068,3355.0,17.668960882461995,1,996,313.1274670259072,17.668960882461995,-27.66278568348426
2069,2553.0,13.7040519558769,0,597,208.14205158103837,13.7040519558769,-23.904619970193743
2070,4813.0,25.492393168335187,0,1062,364.6017649020599,25.492393168335187,88.52330591461026
2071,5311.0,28.186341305153878,12,2065,568.7906562225338,28.186341305153878,10.34697693746105
2072,2201.0,11.671817065257693,0,727,247.0124981502439,11.671817065257693,-58.55771041235172
2073,3573.0,18.96594595847238,2,1085,380.91328648155843,18.96594595847238,62.335302135393
2074,3259.0,17.59497821653689,0,1031,355.6738695984729,17.59497821653689,-8.788133221382587
2075,4358.0,23.58373308305525,0,1302,374.7701922107693,23.58373308305525,33.722000613685175
2076,1871.0,9.966206664812754,0,470,154.26450621833877,9.966206664812754,-57.06746213859568
2077,3419.0,18.348622311827956,4,884,304.7053594221901,18.348622311827956,82.73650454302512
2078,4493.0,23.68207730812013,0,1439,470.58541072570324,23.68207730812013,31.412693770108223
2079,1832.0,9.807645068594736,0,663,192.7236992235886,9.807645068594736,-59.22546182951258
2080,3980.0,21.463808166481275,0,1158,387.8090751747293,21.463808166481275,117.24890829694323
2081,5917.0,31.30706572117167,0,1367,491.30169556048355,31.30706572117167,48.668341708542705
2082,2516.0,13.266117445309604,0,1102,317.69262827551745,13.266117445309604,-57.47845191820179
2083,5509.0,29.744154384501297,0,1741,529.4742603982203,29.744154384501297,118.95866454689985
2084,3356.0,17.74085210418984,0,860,308.1921871858925,17.74085210418984,-39.08150299509893
2085,3409.0,18.16476640711902,7,671,242.49290836241087,18.16476640711902,1.5792610250297878
2086,2083.0,11.151406655543196,0,674,208.22909513467627,11.151406655543196,-38.89703725432678
2087,2177.0,11.545351316277346,0,663,226.03517760550352,11.545351316277346,4.512722035525685
2088,3060.0,16.49582290507972,0,745,262.4576156258377,16.49582290507972,40.56040422599909
2089,4969.0,26.65319683908046,2,1108,457.51233631322765,26.65319683908046,62.38562091503268
2090,3708.0,19.876060205784203,0,741,290.1726758641858,19.876060205784203,-25.377339504930575
2091,2855.0,15.465586763070078,3,837,245.87633933020933,15.465586763070078,-23.004314994606258
2092,5735.0,30.634906840934374,0,1330,533.0982270623019,30.634906840934374,100.87565674255691
2093,2781.0,14.745058166481273,0,1113,330.25943658667114,14.745058166481273,-51.50828247602441
2094,3538.0,18.804250092695586,0,1427,404.18263948443666,18.804250092695586,27.220424307802958
2095,3604.0,19.033150259547643,0,1150,412.77009522875017,19.033150259547643,1.8654607122668088
2096,2406.0,12.821960743418613,6,637,224.54580419553199,12.821960743418613,-33.2408435072142
2097,1626.0,8.639240359658881,0,398,149.05246178321363,8.639240359658881,-32.418952618453865
2098,2574.0,13.590372404523544,0,653,218.7167117528974,13.590372404523544,58.302583025830266
2099,3813.0,20.161626344086024,0,1377,428.71247516679097,20.161626344086024,48.13519813519813
2100,5033.0,26.703240869484613,0,1427,490.5185490577262,26.703240869484613,31.995803829006043
2006,7420.0,39.04617398961809,0,2918,897.2418680026974,39.04617398961809,
2007,4024.0,21.868244809047088,13,1478,399.36661974894315,21.868244809047088,-45.76819407008086
2008,4125.0,22.300096171672227,0,1396,499.30590459520545,22.300096171672227,2.50994035785288
2009,4059.0,21.36399819243604,11,1396,435.65898360988723,21.36399819243604,-1.6000000000000014
2010,2714.0,14.295548294401188,0,564,217.17350974125122,14.295548294401188,-33.136240453313626
2011,3997.0,21.092684000741567,0,1274,423.2069036929022,21.092684000741567,47.27339719970522
2012,4157.0,22.05167779013719,11,1151,340.35181218939624,22.05167779013719,4.00300225168877
2013,5024.0,26.989502224694103,6,1719,542.4730128743454,26.989502224694103,20.856386817416418
2014,4727.0,25.289691091954026,4,939,351.43199480083905,25.289691091954026,-5.911624203821653
2015,3935.0,20.873140294771968,9,1242,325.9638737186944,20.873140294771968,-16.754812777660256
2016,6401.0,33.870330459770116,0,1746,533.2184369610184,33.870330459770116,62.668360864040665
2017,4432.0,23.34326334816463,11,1192,415.2248751817465,23.34326334816463,-30.7608186220903
2018,4037.0,21.31186271783463,11,1298,366.23426639077326,21.31186271783463,-8.912454873646213
2019,7649.0,41.103135428253616,0,2684,837.4279299610134,41.103135428253616,89.47238048055486
2020,5510.0,29.232196653689282,3,1662,565.7254125671238,29.232196653689282,-27.964439796051778
2021,3826.0,20.24541156840934,14,927,317.32341784865406,20.24541156840934,-30.56261343012704
2022,7723.0,41.77725250278087,0,2785,850.2075103208985,41.77725250278087,101.85572399372714
2023,2636.0,14.234027391546164,0,1140,324.34362623425767,14.234027391546164,-65.86818593810695
2024,3541.0,19.028967371153133,0,872,342.7746299971703,19.028967371153133,34.332321699544764
2025,3735.0,19.7489977289581,0,1335,375.3367276072368,19.7489977289581,5.4786783394521255
2026,4652.0,24.78994600482017,0,1206,389.78183486134753,24.78994600482017,24.551539491298534
2027,6998.0,37.65314469781238,6,1611,624.3476352938078,37.65314469781238,50.42992261392949
2028,2761.0,14.619658416759364,7,715,203.11145992167735,14.619658416759364,-60.545870248642466
2029,3417.0,18.109415554319614,0,1089,351.07888908853005,18.109415554319614,23.75950742484607
2030,6126.0,32.7948704579162,0,1144,473.7986722418941,32.7948704579162,79.28007023705004
2031,5027.0,26.712556776047464,0,863,344.7756736655229,26.712556776047464,-17.939928174991838
2032,5928.0,31.4832394790508,3,1792,568.1773090730169,31.4832394790508,17.923214640938934
2033,5689.0,30.8593170652577,2,1719,542.9423974692868,30.8593170652577,-4.031713900134948
2034,3267.0,17.506633527994065,0,820,265.634788589693,17.506633527994065,-42.5733872385305
2035,2727.0,14.48677929180571,0,586,216.3074936708893,14.48677929180571,-16.528925619834713
2036,4822.0,25.361576520207638,0,1309,417.3940438947205,25.361576520207638,76.82434910157683
2037,5347.0,28.167222840192807,12,1449,523.5413430463615,28.167222840192807,10.887598506843643
2038,3383.0,17.994774286243977,6,706,276.4056499663734,17.994774286243977,-36.73087712736114
2039,5848.0,30.936155913978496,5,2323,642.6312859618412,30.936155913978496,72.8643216080402
2040,4250.0,23.244090656284758,0,1657,459.41540587089054,23.244090656284758,-27.32558139534884
2041,3710.0,19.808010057471265,0,935,362.5324645859842,19.808010057471265,-12.705882352941178
2042,4063.0,21.37161661104931,0,1086,348.6911783782146,21.37161661104931,9.51482479784367
2043,5291.0,28.170131164256578,6,1475,502.9311281845355,28.170131164256578,30.22397243416195
2044,4177.0,22.043451056729698,5,1002,339.7703658578121,22.043451056729698,-21.05462105462106
2045,4439.0,23.90410062106044,4,1248,400.0421474007079,23.90410062106044,6.272444338041661
2046,4776.0,25.650844688542822,0,1535,485.7279448041222,25.650844688542822,7.591799954944811
2047,4497.0,23.756285919540232,0,1971,543.3775056407503,23.756285919540232,-5.8417085427135635
2048,4107.0,21.842985261401555,2,1035,357.836205546616,21.842985261401555,-8.672448298865909
2049,5879.0,32.343460326288465,6,2940,826.3117899693942,32.343460326288465,43.14584855125396
2050,3513.0,18.43130677604746,0,1312,371.1513107272362,18.43130677604746,-40.244939615580876
2051,3969.0,21.285716768631815,0,959,340.2504759197794,21.285716768631815,12.980358667805291
2052,2617.0,13.952429783092326,0,908,295.51356170489896,13.952429783092326,-34.06399596875788
2053,4051.0,21.817789441972565,2,969,365.6534520139212,21.817789441972565,54.79556744363776
2054,5968.0,31.570390711902117,2,1980,557.0766771661009,31.570390711902117,47.321648975561594
2055,3173.0,16.818247126436784,0,838,258.41174274378244,16.818247126436784,-46.83310991957105
2056,5434.0,29.11478031145717,3,1490,528.5829827916991,29.11478031145717,71.25748502994011
2057,5041.0,26.63459978680015,0,1551,459.4461999038196,26.63459978680015,-7.232241442767762
2058,3740.0,19.82194336299592,0,1871,509.35419598713133,19.82194336299592,-25.808371354889903
2059,2516.0,13.328982434186132,0,603,200.54577048795136,13.328982434186132,-32.72727272727273
2060,3847.0,20.416284297367447,0,940,353.92794806887235,20.416284297367447,52.901430842607326
2061,3179.0,16.871454393770858,3,589,213.11646766000695,16.871454393770858,-17.364179880426313
2062,3088.0,16.401082220986282,2,815,263.2376504340908,16.401082220986282,-2.862535388486942
2063,5110.0,27.231762143121987,0,2127,646.7327442029222,27.231762143121987,65.47927461139898
2064,2964.0,15.628447117167221,0,853,268.9119490904716,15.628447117167221,-41.99608610567515
2065,4295.0,22.85158857063404,0,1837,528.3204018109626,22.85158857063404,44.9055330634278
2066,3790.0,20.046944521690772,7,1476,483.02716530671694,20.046944521690772,-11.75785797438882
2067,5234.0,28.193872821653695,0,2309,746.4362401478512,28.193872821653695,38.10026385224275
2068,3768.0,19.870678068223956,0,993,335.1271129260982,19.870678068223956,-28.009170806266713
2069,2947.0,15.853129634779384,0,758,238.0219464034713,15.853129634779384,-21.788747346072192
2070,4680.0,24.811144327030036,5,919,348.65507831718674,24.811144327030036,58.80556498133696
2071,5760.0,30.569915647015204,9,1963,547.5085719544821,30.569915647015204,23.076923076923084
2072,2305.0,12.279262838338894,0,701,218.6747099869548,12.279262838338894,-59.982638888888886
2073,4952.0,26.35486188357434,0,1273,464.6864697314902,26.35486188357434,114.83731019522776
2074,3798.0,20.418607480533925,0,1425,452.91149045019625,20.418607480533925,-23.303715670436187
2075,4845.0,26.315640063033,0,1637,461.17855445684927,26.315640063033,27.567140600315952
2076,2034.0,10.832968344456804,0,489,168.6801707374047,10.832968344456804,-58.01857585139318
2077,3781.0,20.270207638116425,0,876,333.3555182011414,20.270207638116425,85.88987217305801
2078,5308.0,27.951149425287355,0,1492,556.1020726013481,27.951149425287355,40.38614123247819
2079,1682.0,8.984792130144605,0,636,179.86350043263025,8.984792130144605,-68.31198191409193
2080,3664.0,19.772287495365223,0,1081,369.97551106509576,19.772287495365223,117.83590963139119
2081,6154.0,32.50882346125325,0,1455,547.5010723664606,32.50882346125325,67.9585152838428
2082,2565.0,13.555159668149797,0,1037,321.81675333529904,13.555159668149797,-58.31979200519988
2083,5593.0,30.30553624397479,0,1994,580.4622700655891,30.30553624397479,118.05068226120858
2084,3664.0,19.512786197626994,0,827,327.0057918122978,19.512786197626994,-34.48954049704989
2085,4061.0,21.609606738969223,0,754,276.95731812069175,21.609606738969223,10.835152838427952
2086,2953.0,15.770937615869483,0,775,260.0452612119434,15.770937615869483,-27.28392021669539
2087,2724.0,14.423607248794957,0,804,289.6678348478729,14.423607248794957,-7.754825601083648
2088,3380.0,18.359896412680758,0,1088,333.7512229009488,18.359896412680758,24.08223201174744
2089,5471.0,29.27377641824249,2,1260,506.31798458592357,29.27377641824249,61.86390532544379
2090,3886.0,20.84079532814238,0,870,329.762954348432,20.84079532814238,-28.970937671358065
2091,3437.0,18.60171023359288,0,983,297.2686138627467,18.60171023359288,-11.554297478126607
2092,6676.0,35.663978494623656,0,1552,596.900834360789,35.663978494623656,94.23916205993599
2093,3789.0,20.14401997589915,0,1654,482.397633983343,20.14401997589915,-43.24445775913721
2094,4132.0,21.90516662031887,0,1857,523.6168504360855,21.90516662031887,9.052520453945622
2095,3967.0,20.97612509269559,0,1249,437.31795346663097,20.97612509269559,-3.9932236205227456
2096,2362.0,12.596414998146088,0,564,213.60661946388245,12.596414998146088,-40.45878497605243
2097,2115.0,11.240643539117537,0,590,202.3736979855921,11.240643539117537,-10.457239627434378
2098,2194.0,11.572441601779756,0,669,226.18971656286206,11.572441601779756,3.7352245862884104
2099,4438.0,23.51960511679644,0,1373,488.7311648699636,23.51960511679644,102.27894257064722
2100,5097.0,27.132456201334815,0,1471,493.91757225453944,27.132456201334815,14.849031095087884
2006,8204.0,43.265254217649236,6,2839,910.3637967451486,43.265254217649236,
2007,4035.0,21.891621477567668,0,1411,401.1420344693159,21.891621477567668,-50.816674792784
2008,4992.0,27.00037078235076,7,1725,615.7241117726201,27.00037078235076,23.717472118959115
2009,4067.0,21.402617491657395,0,1186,404.7813008467061,21.402617491657395,-18.529647435897434
2010,3184.0,16.80554203744902,0,642,241.35162328148132,16.80554203744902,-21.71133513646423
2011,4245.0,22.39118117352614,1,1396,456.5981175049793,22.39118117352614,33.32286432160805
2012,4339.0,22.970638672599183,4,1239,369.2529210405379,22.970638672599183,2.214369846878683
2013,6099.0,32.72277067111606,8,1819,616.9359956488782,32.72277067111606,40.5623415533533
2014,5404.0,28.857347284019284,0,1145,388.1607758117606,28.857347284019284,-11.395310706673223
2015,4774.0,25.27627919911012,0,1307,361.1765706015759,25.27627919911012,-11.658031088082899
2016,6821.0,36.091687523173896,5,1844,565.821118268652,36.091687523173896,42.878089652283194
2017,4414.0,23.22625254912866,22,1231,438.14439988605943,23.22625254912866,-35.28808092655036
2018,4854.0,25.60657675194661,7,1090,368.00951074666534,25.60657675194661,9.968282736746726
2019,7742.0,41.64992931961439,0,2665,879.9421296398709,41.64992931961439,59.497321796456525
2020,6346.0,33.69893052465703,0,1852,631.2989254967358,33.69893052465703,-18.03151640402997
2021,4109.0,21.74556799221357,5,928,309.4991432895569,21.74556799221357,-35.2505515285219
2022,8294.0,44.78953466814979,0,2829,892.6606637497032,44.78953466814979,101.84959844244341
2023,2638.0,14.160351779755283,0,1270,347.3915352853014,14.160351779755283,-68.19387509042681
2024,3987.0,21.432285873192438,0,1039,412.4880439038644,21.432285873192438,51.13722517058377
2025,4085.0,21.664314516129036,0,1375,401.23229688125315,21.664314516129036,2.4579884625031356
2026,4955.0,26.35539488320356,0,1097,354.3399647316975,26.35539488320356,21.297429620563047
2027,7985.0,42.92421556358918,15,1759,681.2734677637079,42.92421556358918,61.15035317860746
2028,2994.0,15.79446491472006,0,910,260.0033216571036,15.79446491472006,-62.50469630557295
2029,3618.0,19.133811874304783,16,1108,347.7249435453781,19.133811874304783,20.841683366733466
2030,6566.0,35.277617491657395,0,1418,511.18913655645434,35.277617491657395,81.4814814814815
2031,5337.0,28.30919192621431,13,1034,369.87494815508563,28.30919192621431,-18.717636308254647
2032,6036.0,32.05276116981832,0,1858,573.1893229989547,32.05276116981832,13.097245643620003
2033,5855.0,31.80962643678161,13,1841,571.5804975255149,31.80962643678161,-2.9986746189529456
2034,4006.0,21.508041342232108,0,817,318.24428391162695,21.508041342232108,-31.5798462852263
2035,3197.0,16.929864200964037,1,723,240.04903223880717,16.929864200964037,-20.19470793809286
2036,5043.0,26.51647084723767,7,1272,421.829160809315,26.51647084723767,57.74163278073195
2037,5240.0,27.63248516870597,4,1457,501.64263508331635,27.63248516870597,3.9064049177077065
2038,4050.0,21.48060344827586,3,1057,385.7588742866573,21.48060344827586,-22.709923664122133
2039,5849.0,30.911348257322953,0,2283,639.818647364354,30.911348257322953,44.419753086419746
2040,4783.0,26.18815466258806,0,1957,552.8118960589057,26.18815466258806,-18.22533766455804
2041,3656.0,19.632386679644053,0,977,385.955327922177,19.632386679644053,-23.562617604014214
2042,4006.0,21.032478216536894,0,1085,363.9287725848995,21.032478216536894,9.573304157549245
2043,5480.0,29.176648822766037,13,1451,496.6014193465115,29.176648822766037,36.79480778831752
2044,4461.0,23.57103378754171,0,1079,340.9585751964599,23.57103378754171,-18.594890510948904
2045,4881.0,26.336143168335187,0,1497,461.19846349188197,26.336143168335187,9.414929388029591
2046,4742.0,25.443032767890255,0,1574,495.44008597193545,25.443032767890255,-2.8477770948576064
2047,5035.0,26.672848303670747,0,2165,592.1276671820227,26.672848303670747,6.178827498945583
2048,4478.0,23.895491518353726,9,1189,379.70965782084636,23.895491518353726,-11.062562065541215
2049,6407.0,35.207829301075265,4,3132,879.8056043894876,35.207829301075265,43.077266636891466
2050,4071.0,21.432801492398962,5,1453,410.3561922835508,21.432801492398962,-36.46012174184485
2051,4618.0,24.748221403411197,5,982,375.9835183363841,24.748221403411197,13.436502087939072
2052,2583.0,13.75509246384872,0,834,280.80019586887755,13.75509246384872,-44.066695539194455
2053,4472.0,24.0333877919911,0,1033,381.6274559718092,24.0333877919911,73.13201703445607
2054,6362.0,33.66694475342974,0,1904,550.214971762415,33.66694475342974,42.26296958855098
2055,3264.0,17.277420513533556,4,725,242.01465019517082,17.277420513533556,-48.69537881169443
2056,6123.0,32.89302929180571,0,1759,617.8103747032005,32.89302929180571,87.59191176470588
2057,5308.0,28.05750023173897,15,1542,454.77873407811956,28.05750023173897,-13.310468724481462
2058,3580.0,19.052807517612163,0,1509,418.91685730384893,19.052807517612163,-32.55463451394122
2059,3450.0,18.265874119391917,0,1024,296.40589492359044,18.265874119391917,-3.6312849162011163
2060,3583.0,19.048456618464964,5,916,325.5667668804199,19.048456618464964,3.8550724637681055
2061,3810.0,20.202053207267337,0,832,294.6666838063892,20.202053207267337,6.335473067262076
2062,3425.0,18.190750139043377,0,899,281.1610532751431,18.190750139043377,-10.104986876640421
2063,5578.0,29.651203883945126,2,2554,741.383452905731,29.651203883945126,62.86131386861313
2064,3510.0,18.54084978680015,0,1073,364.4646135709948,18.54084978680015,-37.07422015059161
2065,4771.0,25.422581803856136,0,2141,615.2538956078263,25.422581803856136,35.92592592592592
2066,4427.0,23.496813589173154,7,1727,539.4885554996988,23.496813589173154,-7.2102284636344605
2067,5108.0,27.55648058027437,0,2184,725.3420927501392,27.55648058027437,15.382877795346728
2068,3726.0,19.672709260289214,2,1029,343.796848047321,19.672709260289214,-27.055599060297574
2069,3213.0,17.263070077864295,0,782,243.74618878139313,17.263070077864295,-13.768115942028981
2070,5248.0,27.840215980719318,0,1025,400.2570386260521,27.840215980719318,63.336445689386856
2071,6021.0,31.919974740452357,5,2326,648.3162983662162,31.919974740452357,14.729420731707311
2072,2389.0,12.637988969225063,0,844,250.5519210692968,12.637988969225063,-60.32220561368544
2073,5041.0,26.864415322580644,0,1322,482.81512711357436,26.864415322580644,111.00879028882376
2074,4036.0,21.610440999258433,0,1499,455.82658850475013,21.610440999258433,-19.936520531640546
2075,4970.0,26.93732040229885,9,1498,432.6528806693828,26.93732040229885,23.141724479682857
2076,2553.0,13.569724462365592,3,579,207.02881881076803,13.569724462365592,-48.6317907444668
2077,4148.0,22.27511471078977,0,1052,381.60744545179205,22.27511471078977,62.47551899725812
2078,5311.0,27.95203003337041,0,1983,611.6132851778651,27.95203003337041,28.03760848601735
2079,1997.0,10.718993325917685,0,842,232.57431200814207,10.718993325917685,-62.39879495386933
2080,4654.0,25.019767334074903,0,1197,435.23198272631436,25.019767334074903,133.0495743615423
2081,6575.0,34.71781725064887,5,1530,578.5730814737759,34.71781725064887,41.276321443919215
2082,2873.0,15.153382230255842,0,1299,381.41613121565155,15.153382230255842,-56.30418250950571
2083,5811.0,31.50918845012977,0,2159,625.8809246319797,31.50918845012977,102.26244343891402
2084,3776.0,20.086751483129405,3,1001,327.35394615096067,20.086751483129405,-35.0197900533471
2085,4175.0,22.17871129959214,10,814,290.59013883454264,22.17871129959214,10.566737288135597
2086,3157.0,16.93278411197627,0,853,290.09323213983004,16.93278411197627,-24.383233532934135
2087,2498.0,13.232920837968114,0,739,246.17467314281072,13.232920837968114,-20.87424770351599
2088,3813.0,20.709497821653688,0,1208,358.85401564627165,20.709497821653688,52.642113690952755
2089,5805.0,31.101101918798665,0,1345,546.9582209406359,31.101101918798665,52.24232887490166
2090,4651.0,24.906568641082686,0,1092,376.82391796635625,24.906568641082686,-19.87941429801895
2091,3468.0,18.799789117538005,3,1094,322.8005294577161,18.799789117538005,-25.43539023865835
2092,6927.0,37.06715795328142,2,1517,642.9248683661539,37.06715795328142,99.74048442906573
2093,4293.0,22.785502410085282,0,1889,547.0009348504559,22.785502410085282,-38.02511909917713
2094,4510.0,23.84327493511309,0,2140,596.4580048210868,23.84327493511309,5.054740274866054
2095,4395.0,23.234467695587693,0,1242,462.668372300585,23.234467695587693,-2.54988913525499
2096,2347.0,12.485145532072673,3,596,198.7275239816538,12.485145532072673,-46.598407281001144
2097,2162.0,11.576966305153876,0,479,183.64730690465717,11.576966305153876,-7.882403067746058
2098,2658.0,14.184759686688913,6,659,243.97708536216712,14.184759686688913,22.94172062904718
2099,4479.0,23.693444104560626,0,1580,523.9750384408507,23.693444104560626,68.51015801354401
2100,5561.0,29.558496709306638,0,1641,550.018587840172,29.558496709306638,24.157177941504806
2006,8613.0,45.33454416944753,6,3113,983.393671749195,45.33454416944753,
2007,4486.0,24.393394280682244,2,1723,491.2471759499365,24.393394280682244,-47.915941019389294
2008,5227.0,28.244119623655916,1,1961,676.5794260077449,28.244119623655916,16.51805617476594
2009,4718.0,24.85188983129403,10,1373,464.3801016278355,24.85188983129403,-9.737899368662717
2010,2929.0,15.380399517982944,7,689,227.33133941185469,15.380399517982944,-37.91860958033065
2011,4296.0,22.71542454579162,5,1489,459.0034660197914,22.71542454579162,46.67121884602254
2012,3959.0,20.98021528550241,10,1157,319.4547793672933,20.98021528550241,-7.844506517690874
2013,6725.0,36.05333472376714,0,1904,605.9637640431425,36.05333472376714,69.86612781005303
2014,5541.0,29.656336902113456,9,1042,378.21353396292847,29.656336902113456,-17.605947955390334
2015,5074.0,26.875341814979606,0,1426,387.3248186619535,26.875341814979606,-8.428081573723157
2016,7402.0,39.08848952539859,0,2148,642.5532639164608,39.08848952539859,45.8809617658652
2017,5515.0,29.037159343715242,8,1619,539.8855869253198,29.037159343715242,-25.493109970278304
2018,5100.0,26.966038654060068,3,1425,420.52153766051464,26.966038654060068,-7.524932003626472
2019,8192.0,44.05584329810901,0,2825,939.2210828256797,44.05584329810901,60.62745098039215
2020,6437.0,34.10717347979236,0,1816,655.3345375154632,34.10717347979236,-21.42333984375
2021,4458.0,23.656997358175754,15,920,345.7893473305283,23.656997358175754,-30.74413546683238
2022,8823.0,47.7784517519466,2,3240,967.6074640810987,47.7784517519466,97.91386271870795
