Year,total_precip,avg_precip,min_precip,max_precip,std_precip,avg_month_precip,Annual_Variation
2094,3617.0,19.08627062476826,0,1602,448.02850119025675,19.08627062476826,21.172529313232836
2095,3620.0,19.14747868001483,0,1016,382.8266480069568,19.14747868001483,0.08294166436273454
2096,2119.0,11.253389182424916,0,555,183.10178904509687,11.253389182424916,-41.46408839779006
2097,1636.0,8.731715795328142,0,351,129.11610936273482,8.731715795328142,-22.793770646531385
2098,2263.0,12.032310205784205,0,627,201.74396840520112,12.032310205784205,38.325183374083124
2099,3679.0,19.478790090841674,6,1162,426.23626788508517,19.478790090841674,62.57180733539549
2100,4151.0,22.09152530589544,0,1334,422.83984897214674,22.09152530589544,12.829573253601524
2006,6785.0,35.74151256025213,3,2483,782.3739466676038,35.74151256025213,
2007,3444.0,18.733453837597327,0,1293,361.67715387671865,18.733453837597327,-49.240972733972
2008,4181.0,22.662112995921394,8,1493,537.7125724827908,22.662112995921394,21.399535423925677
2009,3478.0,18.26246176307008,0,1304,405.98652761644763,18.26246176307008,-16.814159292035402
2010,2233.0,11.731518817204302,0,475,189.7651459200572,11.731518817204302,-35.79643473260494
2011,3464.0,18.30546092880979,0,1308,406.17894250358836,18.30546092880979,55.12763098969995
2012,3521.0,18.6948403318502,5,998,280.3333918855558,18.6948403318502,1.6454965357967755
2013,5236.0,28.076549175009273,4,1537,538.1007565897155,28.076549175009273,48.70775347912524
2014,4440.0,23.712017982944015,14,860,316.23552787583674,23.712017982944015,-15.20244461420932
2015,4315.0,22.8839856785317,7,1129,302.33950162429034,22.8839856785317,-2.8153153153153143
2016,5905.0,31.168578513162775,17,1626,507.683412147469,31.168578513162775,36.84820393974508
2017,4348.0,22.86046996662959,4,1209,414.2880713472282,22.86046996662959,-26.367485182049112
2018,4060.0,21.402773915461623,11,1044,332.9942214440838,21.402773915461623,-6.623735050597979
2019,7224.0,38.825222469410456,0,2467,805.0600203485677,38.825222469410456,77.93103448275862
2020,5332.0,28.28583843159066,20,1618,522.8989704841016,28.28583843159066,-26.190476190476186
2021,3841.0,20.340552002224698,26,803,286.03955808223236,20.340552002224698,-27.96324081020255
2022,7668.0,41.410965888023725,0,2620,799.5158762423897,41.410965888023725,99.6355115855246
2023,2514.0,13.482972979236187,9,1168,321.3458912421035,13.482972979236187,-67.21439749608764
2024,3702.0,19.904755283648498,10,972,368.5878457030291,19.904755283648498,47.25536992840096
2025,3451.0,18.233198924731184,0,1293,362.2463898642704,18.233198924731184,-6.780118854673145
2026,4535.0,24.122369762699293,0,965,347.4934815172361,24.122369762699293,31.411185163720656
2027,6744.0,36.15525352243234,10,1385,552.627278634442,36.15525352243234,48.71003307607498
2028,2663.0,14.109548804226918,0,744,205.5464815086993,14.109548804226918,-60.51304863582443
2029,2708.0,14.324550426399702,0,728,245.64769056269972,14.324550426399702,1.6898235073225631
2030,5539.0,29.757068038561368,11,1054,426.5620403205426,29.757068038561368,104.5420974889217
2031,4611.0,24.458895300333705,0,892,307.73132466783125,24.458895300333705,-16.753926701570677
2032,5292.0,28.120394187986648,0,1520,495.2560403009189,28.120394187986648,14.769030579050103
2033,5411.0,29.378394975899152,8,1712,519.8308218385414,29.378394975899152,2.2486772486772555
2034,2920.0,15.68805038005191,0,708,250.0455716040336,15.68805038005191,-46.035852892256514
2035,2579.0,13.705656748238782,7,527,178.2676528723202,13.705656748238782,-11.678082191780826
2036,4413.0,23.184974045235446,16,1125,382.6284989148328,23.184974045235446,71.11283443195038
2037,4745.0,24.96480464404894,0,1468,506.05810991037447,24.96480464404894,7.523226829820984
2038,3223.0,17.109537217278458,10,941,317.33591560574,17.109537217278458,-32.075869336143306
2039,5939.0,31.381853680014828,5,2208,608.8436817343832,31.381853680014828,84.26931430344399
2040,4129.0,22.628644095291065,14,1782,488.2001188658254,22.628644095291065,-30.47651119717124
2041,3122.0,16.681161939191696,0,779,289.40623645141045,16.681161939191696,-24.388471784935817
2042,3483.0,18.27458171116055,0,850,313.362156153373,18.27458171116055,11.563100576553499
2043,4884.0,25.976692853170192,9,1418,472.42315392414497,25.976692853170192,40.22394487510768
2044,3686.0,19.460865081572116,10,962,287.53239606673674,19.460865081572116,-24.529074529074524
2045,4355.0,23.562569521690772,0,1452,428.49301645594545,23.562569521690772,18.149755832881166
2046,4384.0,23.520601594364106,3,1306,431.2909444770186,23.520601594364106,0.6659012629161909
2047,3930.0,20.754472562106045,2,1823,499.0912651099906,20.754472562106045,-10.355839416058398
2048,3969.0,21.171550565443084,0,1150,358.5681436440828,21.171550565443084,0.992366412213741
2049,5303.0,29.19119044308491,2,2692,759.7515692446426,29.19119044308491,33.61048122952886
2050,3508.0,18.430878058954395,0,1227,342.0261375799791,18.430878058954395,-33.848764850084855
2051,3907.0,20.928954625509828,7,745,272.67311709788845,20.928954625509828,11.374002280501717
2052,2228.0,11.780908185020394,0,828,260.45566132290446,11.780908185020394,-42.97414896339903
2053,3653.0,19.651678948832036,0,824,309.8150352397476,19.651678948832036,63.95870736086175
2054,5240.0,27.80048433444568,0,1471,434.0754717229657,27.80048433444568,43.44374486723241
2055,2864.0,15.17214149981461,4,612,206.17350739490064,15.17214149981461,-45.343511450381676
2056,5392.0,29.01395068594735,16,1593,560.9776098810707,29.01395068594735,88.26815642458101
2057,4428.0,23.423323368557657,0,1177,355.91878542468334,23.423323368557657,-17.87833827893175
2058,3447.0,18.303485354097145,0,1615,450.3300052587698,18.303485354097145,-22.15447154471545
2059,2697.0,14.273040647015202,13,718,217.92038788178004,14.273040647015202,-21.758050478677117
2060,3241.0,17.18276673155358,5,918,319.35715496015183,17.18276673155358,20.170559881349636
2061,3128.0,16.55336948461253,5,807,267.9102065765297,16.55336948461253,-3.4865782165998116
2062,3328.0,17.66014321468298,0,1004,296.8888170628353,17.66014321468298,6.39386189258313
2063,4750.0,25.20224439191694,0,2275,656.7631139754941,25.20224439191694,42.72836538461537
2064,2882.0,15.201688218390805,0,897,292.03170230561466,15.201688218390805,-39.32631578947369
2065,4271.0,22.783596357063402,0,1950,580.7348727468004,22.783596357063402,48.19569743233865
2066,3576.0,18.954828281423804,0,1347,412.7883014550943,18.954828281423804,-16.272535705923673
2067,4522.0,24.41816138301817,0,1963,651.404194216175,24.41816138301817,26.45413870246085
2068,3269.0,17.285989061920656,0,874,275.9052730503165,17.285989061920656,-27.708978328173373
2069,2726.0,14.601275723025585,5,579,196.77991089878392,14.601275723025585,-16.610584276537168
2070,4727.0,25.03088501112347,0,903,344.75405155067585,25.03088501112347,73.40425531914893
2071,5535.0,29.284639182424915,0,2196,602.3452837941797,29.284639182424915,17.093293843875614
2072,1992.0,10.658961345939934,7,538,195.95500411156547,10.658961345939934,-64.01084010840108
2073,4676.0,24.751332499073044,0,1281,446.3032669167974,24.751332499073044,134.73895582329317
2074,3607.0,19.34789812754913,0,1341,412.8502828636624,19.34789812754913,-22.861420017108635
2075,4568.0,24.82107434186133,4,1455,421.3058343538646,24.82107434186133,26.64263931244801
2076,1955.0,10.39293080274379,4,366,131.9128213034746,10.39293080274379,-57.20227670753064
2077,3504.0,18.76063681868743,0,810,295.500807566963,18.76063681868743,79.23273657289003
2078,4957.0,26.1016580923248,0,1555,517.2675513667658,26.1016580923248,41.466894977168955
2079,1620.0,8.677651093807935,0,683,188.61649402473213,8.677651093807935,-67.31894290901754
2080,4238.0,22.811045837968113,0,1210,448.8856573040994,22.811045837968113,161.60493827160494
2081,5955.0,31.452232804968485,3,1365,524.529594450633,31.452232804968485,40.51439358187825
2082,1973.0,10.415282026325547,0,792,251.249770088844,10.415282026325547,-66.86817800167925
2083,5560.0,30.030479467927325,4,1742,518.9659882590545,30.030479467927325,181.8043588443994
2084,3648.0,19.33423132183908,11,920,314.4377377305258,19.33423132183908,-34.38848920863309
2085,3359.0,17.851084538375975,10,681,240.26025976894812,17.851084538375975,-7.922149122807021
2086,2454.0,13.16466212458287,0,583,207.39531861114463,13.16466212458287,-26.942542423340278
2087,2101.0,11.111814052651093,0,596,214.69659705705348,11.111814052651093,-14.384678076609614
2088,3194.0,17.218918010752688,0,783,268.27117668960307,17.218918010752688,52.02284626368397
2089,5104.0,27.389060761957733,0,1118,477.4725757633213,27.389060761957733,59.79962429555417
2090,3879.0,20.77799986095662,0,897,317.9036803813381,20.77799986095662,-24.000783699059557
2091,2939.0,15.915872960697072,0,881,285.0302881300778,15.915872960697072,-24.233049755091518
2092,6457.0,34.42968460326289,6,1326,558.5726058988269,34.42968460326289,119.70057842803676
2093,3331.0,17.66853216536893,0,1580,442.33357596303085,17.66853216536893,-48.41257549945796
2094,4009.0,21.285542964404893,0,1570,445.3571515359806,21.285542964404893,20.354247973581497
2095,3407.0,18.038410734149053,0,914,331.13783406840594,18.038410734149053,-15.016213519580946
2096,2394.0,12.750150630329996,0,565,208.1260544608833,12.750150630329996,-29.732902847079544
2097,1894.0,10.124860956618466,0,473,159.2681177553541,10.124860956618466,-20.885547201336674
2098,2546.0,13.513203327771597,6,713,227.4330404290192,13.513203327771597,34.42449841605069
2099,3992.0,21.11594479977753,0,1188,411.9190859056343,21.11594479977753,56.79497250589161
2100,4040.0,21.438276325546905,0,1302,443.5204890897649,21.438276325546905,1.2024048096192397
2006,7148.0,37.66216513718947,0,2684,832.8917132860707,37.66216513718947,
2007,3725.0,20.31360655357805,5,1506,430.3601997340734,20.31360655357805,-47.88752098489088
2008,4367.0,23.637612393400076,0,1489,528.2388334375987,23.637612393400076,17.234899328859065
2009,3753.0,19.68989270485725,8,1268,408.7815876034981,19.68989270485725,-14.059995420196936
2010,2640.0,13.89616356136448,8,556,206.1424926421704,13.89616356136448,-29.656274980015983
2011,3660.0,19.33266708379681,8,1400,426.38480273105415,19.33266708379681,38.63636363636365
2012,3784.0,20.09715076937338,8,1043,320.8495352068072,20.09715076937338,3.3879781420764976
2013,5307.0,28.443507832777158,23,1560,507.24355365768105,28.443507832777158,40.248414376321364
2014,4547.0,24.24779268631813,0,872,312.17461848177595,24.24779268631813,-14.32070849820991
2015,4095.0,21.74288561364479,2,1042,280.52292889595253,21.74288561364479,-9.940620189135696
2016,6007.0,31.67252386911383,0,1807,549.866505837939,31.67252386911383,46.69108669108668
2017,4523.0,23.797593390804597,11,1277,442.67317275704414,23.797593390804597,-24.704511403362737
2018,4430.0,23.361338987764185,17,1158,362.37871534257266,23.361338987764185,-2.0561574176431563
2019,7744.0,41.64095522803115,0,2556,831.327233823703,41.64095522803115,74.8081264108352
2020,5190.0,27.564886911383017,0,1645,513.6639332906647,27.564886911383017,-32.98037190082644
2021,4156.0,22.036968159065626,8,805,287.4939788565804,22.036968159065626,-19.922928709055874
2022,7527.0,40.747277067111604,9,2754,828.617811341711,40.747277067111604,81.11164581328201
2023,1999.0,10.713506905821285,4,963,265.86068064900365,10.713506905821285,-73.44227447854391
2024,3581.0,19.225754310344826,0,962,353.5879621391217,19.225754310344826,79.13956978489244
2025,3891.0,20.605916295884317,0,1420,406.2699785297277,20.605916295884317,8.656799776598723
2026,4856.0,25.87953049684835,0,975,348.74771640394965,25.87953049684835,24.800822410691346
2027,7065.0,37.974056822395255,10,1449,602.3037779302824,37.974056822395255,45.49011532125207
2028,2823.0,14.904836392287727,23,735,213.67567820073828,14.904836392287727,-60.04246284501061
2029,3286.0,17.392536846496107,19,1036,333.5202960522611,17.392536846496107,16.400991852639034
2030,5565.0,29.86170397664071,0,1029,414.51288498451026,29.86170397664071,69.35483870967742
2031,4437.0,23.520729050797183,1,842,301.50625653089315,23.520729050797183,-20.269541778975743
2032,5781.0,30.692511355209493,3,1559,526.5134246756072,30.692511355209493,30.29073698444895
2033,5304.0,28.654228077493514,13,1329,464.66097122721436,28.654228077493514,-8.251167618059164
2034,3721.0,19.992271505376344,0,823,320.830586371554,19.992271505376344,-29.84539969834088
2035,3213.0,17.04124953652206,33,774,239.86553998589974,17.04124953652206,-13.65224402042462
2036,4664.0,24.532663607712276,0,1037,373.85323647688597,24.532663607712276,45.160286336756926
2037,4806.0,25.303079810901,10,1349,458.6302729571253,25.303079810901,3.0445969125214356
2038,3178.0,16.815894975899145,13,921,306.1511312269075,16.815894975899145,-33.874323761964206
2039,5525.0,29.224259593993327,0,2150,585.3537327328172,29.224259593993327,73.85147891755821
2040,3900.0,21.427378800519097,14,1734,474.74969481535504,21.427378800519097,-29.411764705882348
2041,3554.0,18.988708518724508,0,797,317.0218900768191,18.988708518724508,-8.871794871794869
2042,3987.0,20.946340841675934,0,999,356.5754095942017,20.946340841675934,12.18345526167699
2043,4959.0,26.365145300333705,1,1439,454.6047484053893,26.365145300333705,24.379232505643333
2044,3957.0,20.876077586206897,0,1043,313.3464898914183,20.876077586206897,-20.205686630369023
2045,4459.0,24.000990684093434,16,1290,415.629305628188,24.000990684093434,12.686378569623447
2046,4601.0,24.658515248424177,8,1379,444.3062945011396,24.658515248424177,3.184570531509312
2047,4416.0,23.339294818316645,0,1879,512.34239261721,23.339294818316645,-4.020865029341447
2048,4091.0,21.798317575083427,9,1223,368.4245225115706,21.798317575083427,-7.359601449275366
2049,5392.0,29.65035803670745,6,2658,753.2509340830383,29.65035803670745,31.80151552187729
2050,3377.0,17.789986559139784,0,1237,353.861415691442,17.789986559139784,-37.37017804154302
2051,3823.0,20.49668613274008,10,765,275.61582562206644,20.49668613274008,13.206988451288115
2052,2363.0,12.553780821282908,0,844,263.2984681560706,12.553780821282908,-38.18990321736856
2053,3860.0,20.760787449017425,0,873,321.0687644651088,20.760787449017425,63.351671603893365
2054,5711.0,30.260497775305893,0,1728,502.4377769405578,30.260497775305893,47.95336787564768
2055,3016.0,15.97643214682981,5,703,223.05659018339367,15.97643214682981,-47.18963403957276
2056,5463.0,29.350453049684834,9,1579,575.2280377854903,29.350453049684834,81.13395225464191
2057,4836.0,25.570147385984427,2,1240,380.56847430700776,25.570147385984427,-11.477210323997799
2058,3663.0,19.440443084909155,9,1561,417.3226623914097,19.440443084909155,-24.255583126550874
2059,2903.0,15.369751112347052,0,839,231.1172305182464,15.369751112347052,-20.748020748020746
2060,2920.0,15.53540971449759,0,1076,314.4572042954865,15.53540971449759,0.5856011023079644
2061,3405.0,18.009843112717835,0,733,262.9801668982248,18.009843112717835,16.609589041095884
2062,3116.0,16.587522015202076,0,1013,303.3157171041821,16.587522015202076,-8.487518355359768
2063,5094.0,27.055234983314794,0,2304,679.980681543768,27.055234983314794,63.4788189987163
2064,2750.0,14.570859983314795,0,807,247.61878080238708,14.570859983314795,-46.01491951315273
2065,4569.0,24.377276835372637,7,2030,606.4196154479174,24.377276835372637,66.14545454545456
2066,3814.0,20.203802836484986,5,1530,468.2764982228755,20.203802836484986,-16.524403589406877
2067,4847.0,26.190304041527625,0,2109,701.2059039233552,26.190304041527625,27.084425799685373
2068,3219.0,16.932349601408976,5,929,305.06098496112963,16.932349601408976,-33.587786259541986
2069,2928.0,15.742659668149798,5,741,258.72168268413276,15.742659668149798,-9.040074557315936
2070,4481.0,23.763857990359657,0,957,341.66662601625774,23.763857990359657,53.039617486338805
2071,5397.0,28.6008064516129,0,2352,643.9585143328864,28.6008064516129,20.441865654987733
2072,2240.0,11.949585187245086,9,582,178.68119570052605,11.949585187245086,-58.495460440985724
2073,4405.0,23.42159691323693,2,1120,416.54454270894735,23.42159691323693,96.65178571428572
2074,3741.0,20.014761772339636,0,1473,446.55471516530156,20.014761772339636,-15.073779795686715
2075,4429.0,24.095766129032256,4,1537,426.08587660520294,24.095766129032256,18.39080459770115
2076,1788.0,9.486825639599553,0,345,118.88726516402762,9.486825639599553,-59.629713253556105
2077,3395.0,18.208686735261402,0,909,319.92029073543057,18.208686735261402,89.87695749440716
2078,4966.0,26.086282211716725,0,1700,561.569526713597,26.086282211716725,46.27393225331369
2079,1515.0,8.110649564330737,0,679,188.76253721155967,8.110649564330737,-69.49254933548129
2080,4540.0,24.364531192065257,0,1086,423.15209673319237,24.364531192065257,199.66996699669966
2081,5971.0,31.54357851316277,0,1416,503.6305388843787,31.54357851316277,31.519823788546255
2082,2676.0,14.081015943641084,0,1135,340.50897732125014,14.081015943641084,-55.183386367442644
2083,5193.0,28.06563426955877,0,1690,501.6447719978025,28.06563426955877,94.05829596412556
2084,3853.0,20.493459167593624,0,1023,343.7957793207879,20.493459167593624,-25.80396687849027
2085,3409.0,18.08293358361142,0,742,229.71185837650586,18.08293358361142,-11.523488191019982
2086,2373.0,12.720934139784946,0,674,212.362094289233,12.720934139784946,-30.39014373716632
2087,2302.0,12.202875880608081,0,630,220.33356255432076,12.202875880608081,-2.9919932574799857
2088,3369.0,18.194278364849833,0,891,292.37588664407514,18.194278364849833,46.35099913119027
2089,5790.0,31.062552141268075,0,1276,525.7722458873752,31.062552141268075,71.86108637577917
2090,3897.0,20.900740406006676,5,945,331.21762277445873,20.900740406006676,-32.69430051813471
2091,3368.0,18.260555710048205,0,1048,310.24457605201894,18.260555710048205,-13.574544521426734
2092,6713.0,35.74385891731554,8,1569,584.7211391817989,35.74385891731554,99.31710213776721
2093,3261.0,17.300067204301076,2,1553,438.97817816958843,17.300067204301076,-51.42261284075674
2094,4326.0,22.97620620133482,0,1698,489.4365034497232,22.97620620133482,32.65869365225391
2095,3783.0,19.941874073044122,5,1162,415.8299750881581,19.941874073044122,-12.552011095700422
2096,2261.0,12.031690304041527,0,551,190.37401385566034,12.031690304041527,-40.23261961406291
2097,1852.0,9.887838338895069,0,365,130.12045701323575,9.887838338895069,-18.089340999557713
2098,2650.0,14.047048804226918,1,660,213.5589479334084,14.047048804226918,43.08855291576674
2099,4287.0,22.71737115313311,4,1283,459.6287286297694,22.71737115313311,61.773584905660385
2100,5225.0,27.76563079347423,0,1566,518.9383320051068,27.76563079347423,21.880102635875897
2006,7571.0,39.87249142565813,0,2998,926.9157516225844,39.87249142565813,
2007,3986.0,21.659239432703004,17,1478,424.5281516167703,21.659239432703004,-47.351736890767405
2008,4578.0,24.862462921764926,0,1737,588.4547561197886,24.862462921764926,14.851981936778724
2009,4310.0,22.671185576566558,45,1347,438.9540943762764,22.671185576566558,-5.854084753167321
2010,2696.0,14.161458333333336,15,577,209.35847175829716,14.161458333333336,-37.4477958236659
2011,3792.0,20.037663375973302,0,1382,426.59263088721156,20.037663375973302,40.65281899109792
2012,3850.0,20.445744113830184,13,1195,343.68585902968096,20.445744113830184,1.5295358649789037
2013,5665.0,30.39125648869114,2,1717,566.4285974954001,30.39125648869114,47.14285714285715
2014,4857.0,25.925600203930298,6,903,323.92875900279506,25.925600203930298,-14.263018534863193
2015,4412.0,23.338014460511676,0,1169,311.57410714374873,23.338014460511676,-9.162034177475809
2016,6478.0,34.20000231738969,0,1991,587.9656504087684,34.20000231738969,46.82683590208523
2017,5236.0,27.54190999258435,6,1409,497.56029024053197,27.54190999258435,-19.172584130904603
2018,4665.0,24.61064377085651,0,1395,403.9127099668037,24.61064377085651,-10.905271199388844
2019,8063.0,43.37016824249165,0,2733,875.3509902094166,43.37016824249165,72.84030010718115
2020,5827.0,30.927367213570633,15,1628,565.449211340913,30.927367213570633,-27.731613543346146
2021,4186.0,22.123499490174268,0,906,328.73748391890655,22.123499490174268,-28.1620044619873
2022,8561.0,46.38115846310715,5,3198,937.7800147479184,46.38115846310715,104.51505016722406
2023,2239.0,12.041921579532813,0,978,269.2857415572919,12.041921579532813,-73.84651325779699
2024,4036.0,21.72069660734149,0,1100,426.07966249033615,21.72069660734149,80.25904421616794
2025,4171.0,22.057361188357433,0,1392,398.7084736617683,22.057361188357433,3.3448959365708575
2026,4930.0,26.247358175750836,0,959,356.38432608461875,26.247358175750836,18.197075041956357
2027,6970.0,37.38382346125324,0,1634,590.0189262501106,37.38382346125324,41.37931034482758
2028,2909.0,15.40330691509084,27,752,209.0312974971292,15.40330691509084,-58.263988522238165
2029,3570.0,18.86021505376344,17,1252,387.3165254789562,18.86021505376344,22.722585080783773
2030,5718.0,30.523185483870964,2,1107,443.6207430185875,30.523185483870964,60.16806722689076
2031,5068.0,26.84662935669262,6,1089,372.24853216227694,26.84662935669262,-11.367611052815674
2032,6033.0,32.096443965517246,17,1592,539.9821756317517,32.096443965517246,19.041041831097072
2033,5966.0,32.39969758064516,0,1885,582.5818449459321,32.39969758064516,-1.1105585943974816
2034,3844.0,20.605423850574713,1,925,317.43985352513727,20.605423850574713,-35.568219912839425
2035,3338.0,17.662286800148312,0,782,271.7943184011607,17.662286800148312,-13.163371488033304
2036,4939.0,25.946694243604004,0,1266,412.16776335797437,25.946694243604004,47.96285200718992
2037,5274.0,27.74526673155358,7,1498,528.0448500235218,27.74526673155358,6.7827495444422015
2038,3504.0,18.57102799406748,0,903,304.60376646629726,18.57102799406748,-33.5608646188851
2039,6479.0,34.2131882647386,0,2385,659.03586029253,34.2131882647386,84.90296803652969
2040,4471.0,24.48040067667779,10,1877,528.9407009783943,24.48040067667779,-30.992437104491433
2041,3457.0,18.432506025213197,6,948,339.5093942557095,18.432506025213197,-22.679490046969352
2042,4249.0,22.314747868001486,0,1117,382.3395583493655,22.314747868001486,22.910037604859703
2043,5465.0,29.039662124582872,22,1367,489.2683699962505,29.039662124582872,28.618498470228282
2044,4037.0,21.329555988134967,15,978,292.8053831886334,21.329555988134967,-26.12991765782251
2045,4436.0,24.03840494067482,0,1535,434.46023635045935,24.03840494067482,9.883576913549664
2046,4570.0,24.492300472747498,0,1381,453.16760562498155,24.492300472747498,3.0207394048692437
2047,4196.0,22.129756442343346,0,1841,499.9773328195323,22.129756442343346,-8.183807439824943
2048,4162.0,22.17400120504264,12,1214,369.2478431852645,22.17400120504264,-0.8102955195424255
2049,5859.0,32.24322163515017,6,2937,830.5486822795901,32.24322163515017,40.77366650648726
2050,3718.0,19.59570819428995,0,1214,336.56009414322574,19.59570819428995,-36.54207202594299
2051,4097.0,21.921706989247312,0,926,321.0789929238126,21.921706989247312,10.193652501344808
2052,2635.0,13.996321143863554,0,905,294.42901855913755,13.996321143863554,-35.68464730290456
2053,4070.0,21.837243928439005,0,823,314.53366154105703,21.837243928439005,54.45920303605314
2054,5791.0,30.681990406006676,0,1662,477.24864080635695,30.681990406006676,42.28501228501229
2055,3513.0,18.559504773822763,0,794,273.9184102146941,18.559504773822763,-39.33690208944915
2056,5525.0,29.619270253985913,0,1695,564.7952900803704,29.619270253985913,57.27298605180757
2057,5285.0,27.99669771968854,17,1374,418.71566797298215,27.99669771968854,-4.343891402714927
2058,3763.0,19.947957220986286,0,1751,472.12314617217737,19.947957220986286,-28.798486281929993
2059,2829.0,14.946775352243234,4,859,267.08089513376757,14.946775352243234,-24.820621844273184
2060,2963.0,15.740631952169077,0,1002,300.2812192030341,15.740631952169077,4.736656062212785
2061,3462.0,18.32424337226548,0,752,261.57964196571015,18.32424337226548,16.841039487006416
2062,3392.0,18.003922182054133,7,1066,320.44722536234303,18.003922182054133,-2.021952628538415
2063,5219.0,27.668891360771227,0,2338,698.9648785991693,27.668891360771227,53.8620283018868
2064,2932.0,15.48520346681498,0,1021,307.451499008257,15.48520346681498,-43.8206552979498
2065,4830.0,25.78171927141268,3,2082,621.7730512596436,25.78171927141268,64.73396998635744
2066,4041.0,21.41496338524286,7,1669,496.28348295560414,21.41496338524286,-16.335403726708076
2067,4592.0,24.80858940489432,5,1969,658.414532775285,24.80858940489432,13.63523880227666
2068,3620.0,19.07450407860586,0,1089,347.6663325487223,19.07450407860586,-21.16724738675958
2069,3247.0,17.394761540600665,0,772,254.15437625525354,17.394761540600665,-10.303867403314914
2070,4937.0,26.173728911753802,0,974,370.96960383526977,26.173728911753802,52.04804434862951
2071,6030.0,31.905896598071934,1,2298,640.7252283013509,31.905896598071934,22.138950779825795
2072,2448.0,13.095522803114571,0,624,209.86792383436173,13.095522803114571,-59.40298507462687
2073,5023.0,26.670472979236184,6,1310,459.2330480532106,26.670472979236184,105.18790849673204
2074,3850.0,20.68000324434557,0,1218,397.31183844644875,20.68000324434557,-23.352578140553458
2075,4566.0,24.864050333704117,7,1628,467.17477749475376,24.864050333704117,18.597402597402592
2076,1961.0,10.406562847608454,0,423,143.84616677885336,10.406562847608454,-57.052124397722295
2077,3454.0,18.53680014831294,5,891,306.30372132406376,18.53680014831294,76.13462519122895
2078,5629.0,29.5958298572488,0,1855,625.4655659925846,29.5958298572488,62.97046902142442
2079,1715.0,9.202041620318873,0,923,255.83817979813767,9.202041620318873,-69.53277669213004
2080,4092.0,22.02338246199481,0,1127,392.9624085653163,22.02338246199481,138.60058309037902
2081,6581.0,34.71307239525399,5,1523,567.0450452418513,34.71307239525399,60.8260019550342
2082,2785.0,14.687071282906933,0,1202,359.07898810285417,14.687071282906933,-57.68120346451907
2083,5861.0,31.634767797552836,0,1818,538.5720950022861,31.634767797552836,110.4488330341113
2084,3725.0,19.84248702261772,0,901,316.36413379445395,19.84248702261772,-36.44429278280157
2085,3868.0,20.5447372080089,14,766,257.56317259807906,20.5447372080089,3.8389261744966374
2086,3141.0,16.826670837968113,0,770,263.4384954958005,16.826670837968113,-18.7952430196484
2087,2393.0,12.655844456803857,0,783,250.98223708727542,12.655844456803857,-23.814071951607772
2088,3411.0,18.407796857619577,0,871,288.2663304528076,18.407796857619577,42.54074383618889
2089,5778.0,31.015740869484613,0,1316,541.0339428101784,31.015740869484613,69.39313984168865
2090,4044.0,21.628197997775302,5,954,326.53664697577483,21.628197997775302,-30.010384215991692
2091,3449.0,18.684933490915828,0,1062,319.7096575824934,18.684933490915828,-14.713155291790303
2092,7250.0,38.7680466722284,0,1666,640.5220645313595,38.7680466722284,110.20585677007828
2093,3851.0,20.474004681127177,0,1675,483.7458871487522,20.474004681127177,-46.88275862068966
2094,4289.0,22.781574434556916,0,1617,476.93804787954537,22.781574434556916,11.373669176837176
2095,3863.0,20.36538283277716,0,1141,433.49875921670673,20.36538283277716,-9.932385171368619
2096,2668.0,14.1478320819429,0,705,247.08715184335387,14.1478320819429,-30.9345068599534
2097,2036.0,10.856518817204298,0,409,157.97257145888753,10.856518817204298,-23.688155922038977
2098,2505.0,13.286133898776418,0,563,208.41834023294243,13.286133898776418,23.035363457760315
2099,5009.0,26.517426770485724,0,1436,500.99164542722536,26.517426770485724,99.96007984031937
2100,5221.0,27.781122543566926,0,1447,499.46343179152734,27.781122543566926,4.232381712916755
2006,8972.0,47.166660873192434,15,3578,1106.3552226965255,47.166660873192434,
2007,4762.0,25.936874304783093,15,1867,514.0908715805253,25.936874304783093,-46.923762817654925
2008,5115.0,27.64702678902484,6,1788,632.5613337132543,27.64702678902484,7.412851742965132
2009,4627.0,24.335100342973675,24,1422,475.3942781491692,24.335100342973675,-9.540566959921804
2010,3198.0,16.82887235817575,11,622,237.827477577569,16.82887235817575,-30.883942079100933
2011,4785.0,25.291545003707824,4,1697,535.7901768755785,25.291545003707824,49.624765478424
2012,4552.0,24.088889275120504,38,1247,389.8331422389312,24.088889275120504,-4.869383490073142
2013,6669.0,35.81804435483871,31,2206,685.4997016112341,35.81804435483871,46.50702987697714
2014,6195.0,33.10520949202818,17,1094,418.1394123756073,33.10520949202818,-7.107512370670266
2015,4865.0,25.833020485724877,9,1139,311.6642885989326,25.833020485724877,-21.46892655367232
2016,7198.0,38.030317250648864,13,2060,631.1317155905274,38.030317250648864,47.95477903391572
2017,5374.0,28.30306243047831,4,1385,513.5645189764526,28.30306243047831,-25.34037232564601
2018,5505.0,29.000115869484613,0,1635,484.33893560755007,29.000115869484613,2.437662820989961
2019,8686.0,46.677222376714866,0,2960,984.0328739273384,46.677222376714866,57.78383287920072
2020,6660.0,35.28613389877642,36,1886,663.5894130340757,35.28613389877642,-23.32489062859774
2021,4783.0,25.33245851872451,0,931,338.4347549134594,25.33245851872451,-28.183183183183182
2022,9530.0,51.645427790137184,13,3565,1048.336590060943,51.645427790137184,99.24733430901107
2023,2475.0,13.317094225064887,0,1241,346.9569334029278,13.317094225064887,-74.02938090241344
