precip bcc-csm1-1 rcp60 RNEURONALES decimas 2
P4907 38.622 -0.624 817 geo 2006 2100 -1
P4907 2006 1 0 0 0 0 0 0 0 0 0 5 0 5 6 6 5 5 5 6 6 0 0 5 0 0 5 11 17 6 7 0 0
P4907 2006 2 0 0 0 5 5 7 7 19 5 5 5 5 5 5 6 4 5 6 0 0 5 5 5 5 0 5 6 5 -999 -999 -999
P4907 2006 3 0 0 7 0 0 0 5 0 0 5 5 5 0 0 5 5 5 22 10 0 0 0 0 0 0 0 0 0 0 0 6
P4907 2006 4 6 7 7 0 21 19 23 24 17 29 8 6 5 6 13 14 0 0 5 0 0 0 6 8 10 14 20 8 0 0 -999
P4907 2006 5 0 7 7 6 5 8 14 9 6 5 0 0 0 5 7 0 6 7 14 17 12 10 11 11 37 104 39 8 11 15 9
P4907 2006 6 7 6 7 7 7 7 8 10 0 0 0 0 0 0 0 28 22 0 0 0 19 35 46 0 0 0 0 0 0 0 -999
P4907 2006 7 0 31 0 0 9 11 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P4907 2006 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 27 15 0 0
P4907 2006 9 0 0 0 0 0 0 10 27 9 9 9 0 0 13 23 15 19 14 7 7 12 17 14 9 0 0 0 0 0 10 -999
P4907 2006 10 6 6 11 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 18 14 12 16
P4907 2006 11 0 0 0 0 5 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P4907 2006 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 9 6 7 9 5 8 19 13
P4907 2007 1 8 0 0 0 0 0 0 0 0 0 6 7 0 0 15 0 0 5 13 12 5 0 5 5 5 6 6 9 8 8 11
P4907 2007 2 0 0 5 5 5 5 5 6 8 5 5 8 5 5 0 0 0 0 5 15 65 21 17 18 8 7 7 8 -999 -999 -999
P4907 2007 3 8 6 23 12 0 0 0 0 0 0 0 7 21 62 55 7 0 5 6 0 0 7 10 8 11 26 0 0 6 22 67
P4907 2007 4 112 27 8 0 5 5 5 6 0 0 0 0 0 0 0 5 6 6 7 6 6 7 8 10 6 6 9 8 5 5 -999
P4907 2007 5 0 0 0 6 7 9 15 29 11 9 6 7 9 8 12 11 5 6 6 7 7 0 0 0 0 0 0 7 11 13 17
P4907 2007 6 31 22 14 14 12 8 18 58 12 8 6 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P4907 2007 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 25 37 0 0 0 0 0 0 0 0 0 0 0
P4907 2007 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 14 0 0 6 11 21 20 0
P4907 2007 9 0 17 23 0 0 0 40 55 38 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 -999
P4907 2007 10 0 0 0 0 0 0 0 5 6 5 5 8 18 22 9 6 6 9 6 13 6 0 0 0 0 5 6 10 7 5 5
P4907 2007 11 0 0 0 0 0 0 0 0 0 6 13 22 0 0 0 0 0 0 0 5 5 5 5 16 26 14 6 0 0 5 -999
P4907 2007 12 0 0 0 0 0 0 0 14 14 11 6 6 11 16 8 6 5 6 5 5 5 13 6 5 0 0 0 0 0 0 0
P4907 2008 1 5 6 5 5 5 5 5 5 5 0 0 5 5 7 6 6 5 5 8 0 0 0 0 0 0 0 0 0 0 8 8
P4907 2008 2 7 0 7 0 9 0 0 12 9 14 0 0 0 0 9 0 0 0 0 5 5 6 6 5 6 0 0 0 -999 -999 -999
P4907 2008 3 0 9 0 0 0 0 0 7 6 6 0 6 6 5 5 5 0 0 0 0 0 0 5 5 0 5 5 5 7 6 5
P4907 2008 4 0 0 0 0 5 19 59 37 38 15 41 86 20 10 15 22 14 8 6 0 0 0 0 25 8 5 5 0 6 6 -999
