precip bcc-csm1-1 rcp60 RNEURONALES decimas 2
P2219 37.746 -5.053 125 geo 2006 2100 -1
P2219 2006 1 0 0 3 2 4 0 0 6 11 35 24 66 39 43 24 16 11 12 11 0 3 7 10 3 9 11 10 12 10 0 0
P2219 2006 2 0 0 2 7 57 89 30 13 67 190 115 146 112 31 22 33 24 3 0 10 30 9 60 27 24 9 24 14 -999 -999 -999
P2219 2006 3 0 12 10 0 0 13 8 0 19 11 10 6 12 23 14 7 28 10 0 0 0 0 0 0 0 0 3 5 5 5 5
P2219 2006 4 6 52 4 0 56 12 8 19 16 22 24 23 13 12 10 0 0 11 9 0 0 14 10 4 11 27 0 0 0 0 -999
P2219 2006 5 0 3 0 15 19 14 10 12 18 64 15 10 11 7 15 0 6 18 14 9 8 7 7 6 0 0 18 16 28 15 7
P2219 2006 6 11 7 18 16 43 69 23 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P2219 2006 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P2219 2006 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P2219 2006 9 0 0 0 0 0 0 0 0 0 9 11 0 0 21 13 6 4 7 6 0 0 0 0 0 0 0 0 0 0 0 -999
P2219 2006 10 16 11 24 48 22 0 0 0 0 0 23 0 0 0 0 6 5 0 0 0 0 0 0 0 0 3 14 12 11 0 0
P2219 2006 11 27 0 0 18 26 10 16 9 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 4 0 0 0 -999
P2219 2006 12 0 3 12 0 12 7 0 0 0 0 0 0 14 17 0 0 0 0 0 0 2 22 108 17 162 20 192 220 13 13 12
P2219 2007 1 5 0 0 0 0 0 0 0 0 4 8 41 9 0 0 0 2 13 11 11 13 2 5 9 11 33 42 18 88 15 13
P2219 2007 2 7 5 21 10 82 174 288 74 11 4 11 94 41 48 32 0 0 0 18 11 0 17 19 17 37 71 26 93 -999 -999 -999
