precip bcc-csm1-1 rcp60 RNEURONALES decimas 2
P14973 42.143 -4.719 776 geo 2006 2100 -1
P14973 2006 1 0 0 0 0 3 3 1 8 35 74 99 90 26 17 7 8 1 2 1 1 7 3 7 6 8 4 2 4 1 1 1
P14973 2006 2 1 0 4 14 34 41 38 33 38 101 43 117 83 30 22 76 28 2 6 0 77 32 40 57 58 4 0 0 -999 -999 -999
P14973 2006 3 0 41 28 13 11 44 16 0 31 61 32 20 20 68 15 5 23 1 0 0 0 0 0 0 0 0 9 15 40 19 8
P14973 2006 4 32 95 5 0 28 19 19 41 37 38 38 37 30 16 9 0 2 33 42 9 0 0 33 9 0 37 8 3 0 0 -999
P14973 2006 5 4 5 2 24 34 14 5 7 24 60 41 19 40 18 0 42 30 9 6 6 6 6 4 0 0 0 29 34 36 23 5
P14973 2006 6 26 12 82 71 65 68 34 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P14973 2006 7 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P14973 2006 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P14973 2006 9 0 0 0 0 0 0 0 0 0 2 3 0 0 38 33 29 12 9 5 0 0 0 0 0 0 0 0 0 0 0 -999
P14973 2006 10 32 6 9 21 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P14973 2006 11 0 0 0 0 43 24 66 28 5 0 0 0 0 0 37 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 -999
P14973 2006 12 0 0 46 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 65 45 23 64 36 66 46 12 4 2
P14973 2007 1 0 0 0 0 0 0 0 0 0 6 2 0 1 0 0 0 2 5 11 4 13 2 19 34 19 62 53 25 32 16 8
P14973 2007 2 0 0 0 17 33 108 124 36 12 12 3 64 104 112 80 60 0 0 51 7 0 0 3 0 3 0 0 0 -999 -999 -999
P14973 2007 3 60 0 0 0 0 0 0 0 0 0 0 17 29 19 5 7 42 5 1 1 0 24 47 9 3 0 0 17 0 0 0
