precip bcc-csm1-1 rcp60 RNEURONALES decimas 2
P12018 41.247 -5.202 761 geo 2006 2100 -1
P12018 2006 1 0 0 2 2 5 8 2 16 40 119 150 124 24 19 12 12 8 6 2 1 15 4 16 16 20 10 11 11 2 1 1
P12018 2006 2 2 1 6 16 37 49 32 26 39 104 58 181 143 25 28 118 19 3 5 0 85 27 27 98 88 7 0 17 -999 -999 -999
P12018 2006 3 13 39 16 16 17 34 16 0 23 57 31 35 50 108 24 10 42 5 0 0 0 0 0 0 0 0 8 12 31 21 7
P12018 2006 4 44 128 5 0 30 18 11 51 23 28 27 32 29 13 9 0 2 22 38 11 0 14 31 6 0 22 5 6 0 0 -999
P12018 2006 5 4 4 4 40 42 15 6 12 34 60 75 15 37 14 0 30 19 13 8 6 6 6 4 0 0 0 34 29 30 21 5
P12018 2006 6 25 9 62 115 105 60 34 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P12018 2006 7 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P12018 2006 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P12018 2006 9 0 0 0 0 0 0 0 0 0 3 3 3 0 30 20 17 5 6 6 0 0 0 0 0 13 13 20 0 0 10 -999
P12018 2006 10 37 7 10 20 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 0 0 0
P12018 2006 11 0 0 0 0 37 21 80 23 4 0 4 0 0 6 15 0 0 0 13 0 0 0 0 0 0 0 2 2 0 0 -999
P12018 2006 12 0 6 61 0 19 12 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 77 74 20 65 33 82 131 11 8 2
P12018 2007 1 0 0 0 0 0 0 0 0 1 11 5 18 0 0 0 0 6 17 18 12 38 5 36 42 19 80 76 19 36 14 13
P12018 2007 2 0 0 8 23 38 161 151 37 14 17 6 44 167 223 59 15 0 0 81 7 0 6 6 0 0 0 0 0 -999 -999 -999
P12018 2007 3 36 0 0 0 0 0 0 0 1 0 0 19 42 19 4 7 61 10 4 2 0 24 63 6 5 0 0 10 11 0 0
P12018 2007 4 0 22 11 48 31 68 43 4 0 0 0 0 27 16 60 36 12 36 31 13 29 69 56 50 53 37 11 6 31 13 -999
P12018 2007 5 25 8 24 55 17 10 8 16 4 10 27 34 17 12 17 13 18 5 1 3 1 0 0 0 0 0 0 0 0 0 8
P12018 2007 6 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P12018 2007 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P12018 2007 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 4 0 0 0
P12018 2007 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P12018 2007 10 0 34 0 0 0 0 41 10 9 49 14 8 26 93 30 6 93 36 32 8 12 7 0 20 30 76 70 33 27 186 50
P12018 2007 11 3 0 0 0 0 0 0 10 5 31 13 3 4 4 8 1 3 14 4 166 16 133 140 39 28 15 18 63 136 6 -999
P12018 2007 12 14 3 2 2 0 0 0 38 86 47 31 21 16 13 0 123 227 136 111 203 40 16 72 63 16 28 20 36 62 19 0
P12018 2008 1 100 68 129 36 49 215 116 21 5 24 103 129 13 6 6 59 129 118 13 5 0 0 0 0 0 0 0 11 0 0 0
P12018 2008 2 0 0 0 0 0 0 0 0 3 0 0 0 0 2 1 0 0 0 5 55 38 86 5 41 6 1 3 21 -999 -999 -999
P12018 2008 3 5 2 2 0 0 1 6 1 1 1 2 2 39 56 38 18 93 62 4 33 25 3 56 24 82 139 21 4 14 23 34
P12018 2008 4 68 19 40 18 22 86 52 31 26 27 0 0 26 5 0 0 3 26 31 5 0 0 3 4 7 22 3 0 66 9 -999
P12018 2008 5 0 0 6 19 23 21 21 10 17 27 30 5 22 0 0 13 14 9 0 26 3 0 0 0 0 0 0 3 0 0 0
P12018 2008 6 0 0 0 8 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 4 0 5 7 7 0 0 -999
P12018 2008 7 6 10 0 31 30 12 22 4 0 0 6 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 9 0 0 0 0
P12018 2008 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P12018 2008 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 -999
P12018 2008 10 4 10 14 11 8 0 0 0 0 0 0 17 57 117 148 47 33 3 3 19 19 131 107 18 10 37 0 6 11 5 17
P12018 2008 11 9 9 0 8 7 14 17 39 22 9 7 3 3 28 70 55 31 30 153 9 3 183 25 19 14 18 20 4 5 57 -999
