precip bcc-csm1-1 rcp60 RNEURONALES decimas 2
P17308 42.776 -3.617 980 geo 2006 2100 -1
P17308 2006 1 0 0 0 0 33 12 70 28 56 81 130 126 21 39 43 131 198 58 50 0 22 42 59 69 49 135 142 61 103 81 180
P17308 2006 2 98 0 24 32 31 91 111 20 48 102 57 141 105 60 21 45 53 28 8 4 22 50 53 66 50 41 0 0 -999 -999 -999
P17308 2006 3 0 0 34 21 7 38 38 11 8 59 57 85 63 50 56 87 44 150 0 0 0 0 0 0 0 0 6 26 63 42 16
P17308 2006 4 25 96 18 0 16 27 68 61 91 103 78 26 30 49 24 0 0 32 60 9 0 0 36 23 6 32 29 10 0 0 -999
P17308 2006 5 13 75 221 24 30 46 27 11 23 38 34 27 33 29 11 0 43 15 53 63 50 21 9 8 0 0 34 70 46 41 22
P17308 2006 6 31 16 47 53 79 49 38 26 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P17308 2006 7 0 0 0 55 20 35 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 210 0 0 0 0 0 0 0 0
P17308 2006 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P17308 2006 9 0 0 0 0 0 0 43 57 71 21 17 0 0 0 0 0 63 56 16 8 10 0 0 0 0 0 0 0 33 9 -999
P17308 2006 10 28 45 12 10 28 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
P17308 2006 11 10 0 0 0 0 27 40 30 11 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P17308 2006 12 0 0 21 0 0 0 0 0 0 0 0 24 7 0 0 0 0 0 0 0 12 66 67 79 27 65 22 98 19 7 8
P17308 2007 1 0 0 0 0 0 0 0 0 0 0 16 5 57 0 0 0 68 260 149 18 55 34 21 32 23 22 84 19 20 38 23
P17308 2007 2 0 0 0 15 28 90 105 94 27 44 17 14 55 67 25 0 0 0 0 17 5 0 5 4 6 0 0 0 -999 -999 -999
P17308 2007 3 28 11 19 0 0 0 0 0 0 0 0 0 14 13 13 16 36 60 184 149 19 9 42 32 13 4 0 0 0 0 0
P17308 2007 4 0 16 16 32 48 65 40 27 0 0 0 11 30 43 20 75 97 20 39 96 17 59 92 92 48 30 58 44 30 30 -999
P17308 2007 5 47 27 22 90 32 16 8 35 45 14 22 47 48 40 23 19 44 66 72 24 18 41 25 11 0 0 0 12 9 11 15
P17308 2007 6 10 8 6 0 0 9 13 15 20 10 30 41 0 0 0 14 15 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P17308 2007 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
P17308 2007 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 37 27 68 48 8 0 0
P17308 2007 9 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -999
P17308 2007 10 0 0 0 0 0 0 67 111 78 95 33 14 13 50 56 37 30 58 37 74 54 0 12 9 37 80 103 32 22 56 48
P17308 2007 11 0 0 0 0 0 0 0 0 13 50 102 46 27 25 28 55 0 24 19 64 32 37 115 66 77 32 12 17 103 75 -999
P17308 2007 12 18 62 29 0 0 0 0 13 80 94 39 19 15 11 5 11 84 60 33 60 47 110 20 51 32 6 11 10 20 0 0
P17308 2008 1 0 69 107 33 27 136 80 42 71 7 10 77 39 54 27 28 98 116 11 0 0 0 0 0 0 0 0 0 0 0 0
P17308 2008 2 0 0 0 0 0 0 0 18 0 0 0 0 0 0 11 0 0 0 8 15 0 0 12 33 39 166 16 0 -999 -999 -999
P17308 2008 3 0 0 0 0 0 0 18 20 26 95 17 93 32 52 60 66 35 29 31 0 63 12 52 66 42 96 170 294 27 28 46
P17308 2008 4 53 17 63 43 22 22 62 42 29 0 13 28 36 22 14 5 6 32 30 17 0 0 25 72 39 27 13 0 0 25 -999
P17308 2008 5 0 0 19 14 52 27 24 83 26 30 25 10 10 14 0 0 35 20 8 33 23 11 10 0 0 0 0 60 10 0 0
P17308 2008 6 10 9 0 52 18 11 15 0 0 0 0 0 20 5 12 9 5 11 0 0 34 6 0 22 44 56 17 22 0 73 -999
